include,purpose,use.lw,use.l,tech,batch,id,tin.id,photo.id,date,time,station,tx,stage,len.fr.bin,len.fr,len.p2w,len.p2m,raw.wt,c.wt,len,len.bin,notes,
TRUE,LW,TRUE,FALSE,Kate,NA,141,NA,NA,NA,NA,NA,Fresh,Grav,15,15.1,NA,NA,0.00650,0.00696,15.1,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,142,NA,NA,NA,NA,NA,8SBF,Grav,NA,NA,14.8,NA,0.01170,0.01217,14.8,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,143,NA,NA,NA,NA,NA,Fresh,Male,11,12.5,NA,NA,0.00240,0.00286,12.5,11,NA
TRUE,LW,TRUE,FALSE,Kate,NA,144,NA,NA,NA,NA,NA,Fresh,Male,13,14.8,NA,NA,0.00530,0.00577,14.8,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,145,NA,NA,NA,NA,NA,Fresh,Male,13,14.4,NA,NA,0.00740,0.00787,14.4,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,146,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,14.9,NA,0.00980,0.01027,14.9,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,147,NA,NA,NA,NA,NA,8SBF,Fem,NA,NA,14.5,NA,0.01130,0.01177,14.5,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,148,NA,NA,NA,NA,NA,8SBF,Fem,NA,NA,16.2,NA,0.01260,0.01307,16.2,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,149,NA,NA,NA,NA,NA,Fresh,Fem,13,14.8,NA,NA,0.00440,0.00486,14.8,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,150,NA,NA,NA,NA,NA,Fresh,Fem,13,13.7,NA,NA,0.00480,0.00526,13.7,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,151,NA,NA,NA,NA,NA,Fresh,Fem,15,16.2,NA,NA,0.00640,0.00686,16.2,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,152,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,13.3,NA,0.00760,0.00807,13.3,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,153,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,14.6,NA,0.01050,0.01097,14.6,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,154,NA,NA,NA,NA,NA,Fresh,Fem,13,14.4,NA,NA,0.00470,0.00517,14.4,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,155,NA,NA,NA,NA,NA,8SBF,Grav,NA,NA,15.1,NA,0.00990,0.01037,15.1,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,156,NA,NA,NA,NA,NA,Fresh,Grav,13,13.5,NA,NA,0.00500,0.00546,13.5,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,157,NA,NA,NA,NA,NA,8SBF,Fem,NA,NA,14.5,NA,0.00940,0.00987,14.5,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,158,NA,NA,NA,NA,NA,8SBF,Fem,NA,NA,14.0,NA,0.00900,0.00947,14.0,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,159,NA,NA,NA,NA,NA,Fresh,Male,7,8.1,NA,NA,0.00070,0.00116,8.1,7,NA
TRUE,LW,TRUE,FALSE,Kate,NA,160,NA,NA,NA,NA,NA,Fresh,Grav,15,16.8,NA,NA,0.01170,0.01217,16.8,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,161,NA,NA,NA,NA,NA,Fresh,Male,13,14.6,NA,NA,0.00640,0.00686,14.6,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,162,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,12.4,NA,0.00580,0.00627,12.4,11,NA
TRUE,LW,TRUE,FALSE,Kate,NA,163,NA,NA,NA,NA,NA,Fresh,Male,13,13.1,NA,NA,0.00320,0.00367,13.1,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,164,NA,NA,NA,NA,NA,Fresh,Male,7,8.6,NA,NA,0.00100,0.00147,8.6,7,NA
TRUE,LW,TRUE,FALSE,Kate,NA,165,NA,NA,NA,NA,NA,Fresh,Fem,13,14.5,NA,NA,0.00710,0.00757,14.5,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,166,NA,NA,NA,NA,NA,Fresh,Male,13,14.9,NA,NA,0.00540,0.00586,14.9,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,167,NA,NA,NA,NA,NA,8SBF,Fem,NA,NA,14.3,NA,0.00970,0.01017,14.3,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,168,NA,NA,NA,NA,NA,8SBF,Fem,NA,NA,15.7,NA,0.01090,0.01136,15.7,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,169,NA,NA,NA,NA,NA,Fresh,Fem,15,15.2,NA,NA,0.00580,0.00627,15.2,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,170,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,14.7,NA,0.00860,0.00906,14.7,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,171,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,14.1,NA,0.00860,0.00906,14.1,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,172,NA,NA,NA,NA,NA,Fresh,Grav,11,12.9,NA,NA,0.00550,0.00596,12.9,11,NA
TRUE,LW,TRUE,FALSE,Kate,NA,173,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,14.6,NA,0.01070,0.01117,14.6,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,174,NA,NA,NA,NA,NA,Fresh,Fem,13,14.0,NA,NA,0.00420,0.00467,14.0,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,175,NA,NA,NA,NA,NA,8SBF,Fem,NA,NA,14.2,NA,0.00830,0.00876,14.2,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,176,NA,NA,NA,NA,NA,8SBF,Fem,NA,NA,14.3,NA,0.00690,0.00736,14.3,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,177,NA,NA,NA,NA,NA,Fresh,Grav,13,14.3,NA,NA,0.00760,0.00806,14.3,13,NA,
TRUE,LW,TRUE,FALSE,Kate,NA,178,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,14.3,NA,0.00850,0.00897,14.3,13,NA,
TRUE,LW,TRUE,FALSE,Kate,NA,179,NA,NA,NA,NA,NA,8SBF,Grav,NA,NA,13.9,NA,0.00860,0.00907,13.9,13,NA,
TRUE,LW,TRUE,FALSE,Kate,NA,180,NA,NA,NA,NA,NA,Fresh,Male,13,14.3,NA,NA,0.00500,0.00547,14.3,13,NA,
TRUE,LW,TRUE,FALSE,Kate,NA,181,NA,NA,NA,NA,NA,8SBF,Fem,NA,NA,12.7,NA,0.00610,0.00656,12.7,11,NA,
TRUE,LW,TRUE,FALSE,Kate,NA,182,NA,NA,NA,NA,NA,Fresh,Fem,9,9.3,NA,NA,0.00170,0.00217,9.3,9,NA,
TRUE,LW,TRUE,FALSE,Kate,NA,183,NA,NA,NA,NA,NA,Fresh,Male,13,13.2,NA,NA,0.00410,0.00456,13.2,13,NA,
TRUE,LW,TRUE,FALSE,Kate,NA,184,NA,NA,NA,NA,NA,Fresh,Fem,15,16.6,NA,NA,0.00800,0.00847,16.6,15,NA,
TRUE,LW,TRUE,FALSE,Kate,NA,185,NA,NA,NA,NA,NA,8SBF,Grav,NA,NA,15.3,NA,0.00890,0.00936,15.3,15,NA,
TRUE,LW,TRUE,FALSE,Kate,NA,186,NA,NA,NA,NA,NA,Fresh,Grav,13,14.4,NA,NA,0.00750,0.00796,14.4,13,NA,
TRUE,LW,TRUE,FALSE,Kate,NA,187,NA,NA,NA,NA,NA,Fresh,Grav,13,14.8,NA,NA,0.00490,0.00536,14.8,13,NA,
TRUE,LW,TRUE,FALSE,Kate,NA,188,NA,NA,NA,NA,NA,8SBF,Grav,NA,NA,14.7,NA,0.00830,0.00877,14.7,13,NA,
TRUE,LW,TRUE,FALSE,Kate,NA,189,NA,NA,NA,NA,NA,8SBF,Fem,NA,NA,13.4,NA,0.00730,0.00777,13.4,13,NA,
TRUE,LW,TRUE,FALSE,Kate,NA,190,NA,NA,NA,NA,NA,Fresh,Fem,7,8.6,NA,NA,0.00100,0.00147,8.6,7,NA,
FALSE,LW,TRUE,FALSE,Kate,NA,191,NA,NA,NA,NA,NA,Fresh,Juv,3,4.4,NA,NA,0.00013,0.00060,4.4,3,"excluded (weighs too much for length); pooled (avg of 3.7,4.0,5.5 mm)",
TRUE,LW,TRUE,FALSE,Kate,NA,192,NA,NA,NA,NA,NA,Fresh,Male,15,15.2,NA,NA,0.00830,0.00876,15.2,15,NA,
TRUE,LW,TRUE,FALSE,Kate,NA,193,NA,NA,NA,NA,NA,Fresh,Male,13,14.5,NA,NA,0.00480,0.00527,14.5,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,194,NA,NA,NA,NA,NA,8SBF,Grav,NA,NA,15.0,NA,0.01000,0.01047,15.0,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,195,NA,NA,NA,NA,NA,Fresh,Male,13,14.2,NA,NA,0.00550,0.00596,14.2,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,196,NA,NA,NA,NA,NA,Fresh,Male,13,14.9,NA,NA,0.00740,0.00787,14.9,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,197,NA,NA,NA,NA,NA,Fresh,Grav,13,14.6,NA,NA,0.00500,0.00547,14.6,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,198,NA,NA,NA,NA,NA,8SBF,Fem,NA,NA,12.0,NA,0.00530,0.00576,12.0,11,NA
TRUE,LW,TRUE,FALSE,Kate,NA,199,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,14.3,NA,0.00980,0.01026,14.3,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,200,NA,NA,NA,NA,NA,Fresh,Grav,13,13.7,NA,NA,0.00630,0.00676,13.7,13,NA
FALSE,LW,TRUE,FALSE,Kate,NA,201,NA,NA,NA,NA,NA,8SBF,Fem,NA,NA,11.6,NA,0.01380,0.01427,11.6,11,excluded (weighs too much for length)
TRUE,LW,TRUE,FALSE,Kate,NA,202,NA,NA,NA,NA,NA,Fresh,Fem,17,18.3,NA,NA,0.01110,0.01157,18.3,17,NA
TRUE,LW,TRUE,FALSE,Kate,NA,203,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,15.1,NA,0.01080,0.01127,15.1,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,204,NA,NA,NA,NA,NA,8SBF,Grav,NA,NA,14.0,NA,0.00930,0.00977,14.0,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,205,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,14.6,NA,0.00880,0.00926,14.6,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,206,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,14.8,NA,0.01010,0.01057,14.8,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,207,NA,NA,NA,NA,NA,Fresh,Male,15,15.7,NA,NA,0.00500,0.00547,15.7,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,208,NA,NA,NA,NA,NA,8SBF,Fem,NA,NA,16.9,NA,0.01450,0.01497,16.9,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,209,NA,NA,NA,NA,NA,Fresh,Fem,7,8.9,NA,NA,0.00100,0.00147,8.9,7,NA
TRUE,LW,TRUE,FALSE,Kate,NA,210,NA,NA,NA,NA,NA,Fresh,Grav,13,14.7,NA,NA,0.00780,0.00827,14.7,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,211,NA,NA,NA,NA,NA,8SBF,Fem,NA,NA,18.0,NA,0.01760,0.01806,18.0,17,NA
TRUE,LW,TRUE,FALSE,Kate,NA,212,NA,NA,NA,NA,NA,Fresh,Fem,17,18.1,NA,NA,0.01220,0.01267,18.1,17,NA
TRUE,LW,TRUE,FALSE,Kate,NA,213,NA,NA,NA,NA,NA,8SBF,Grav,NA,NA,13.7,NA,0.00750,0.00796,13.7,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,214,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,12.9,NA,0.00630,0.00676,12.9,11,NA
TRUE,LW,TRUE,FALSE,Kate,NA,215,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,13.3,NA,0.00740,0.00786,13.3,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,216,NA,NA,NA,NA,NA,Fresh,Grav,13,14.1,NA,NA,0.00550,0.00597,14.1,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,217,NA,NA,NA,NA,NA,Fresh,Fem,9,9.1,NA,NA,0.00220,0.00266,9.1,9,NA
TRUE,LW,TRUE,FALSE,Kate,NA,218,NA,NA,NA,NA,NA,8SBF,Grav,NA,NA,16.7,NA,0.01410,0.01457,16.7,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,219,NA,NA,NA,NA,NA,8SBF,Grav,NA,NA,16.0,NA,0.01060,0.01106,16.0,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,220,NA,NA,NA,NA,NA,Fresh,Grav,13,13.8,NA,NA,0.00700,0.00747,13.8,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,221,NA,NA,NA,NA,NA,8SBF,Grav,NA,NA,14.4,NA,0.00940,0.00987,14.4,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,222,NA,NA,NA,NA,NA,Fresh,Fem,15,16.8,NA,NA,0.00750,0.00797,16.8,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,223,NA,NA,NA,NA,NA,Fresh,Grav,17,17.5,NA,NA,0.00950,0.00997,17.5,17,NA
TRUE,LW,TRUE,FALSE,Kate,NA,224,NA,NA,NA,NA,NA,Fresh,Grav,15,16.6,NA,NA,0.00890,0.00937,16.6,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,225,NA,NA,NA,NA,NA,Fresh,Grav,15,16.7,NA,NA,0.00950,0.00997,16.7,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,226,NA,NA,NA,NA,NA,Fresh,Male,11,12.9,NA,NA,0.00270,0.00317,12.9,11,NA
TRUE,LW,TRUE,FALSE,Kate,NA,227,NA,NA,NA,NA,NA,8SBF,Grav,NA,NA,15.2,NA,0.01250,0.01297,15.2,15,NA
TRUE,LW,TRUE,FALSE,Kate,NA,228,NA,NA,NA,NA,NA,8SBF,Grav,NA,NA,17.9,NA,0.01580,0.01627,17.9,17,NA
FALSE,LW,TRUE,FALSE,Kate,NA,229,NA,NA,NA,NA,NA,Fresh,Male,15,15.2,NA,NA,NA,NA,15.2,15,weights not recorded for some reason
TRUE,LW,TRUE,FALSE,Kate,NA,230,NA,NA,NA,NA,NA,Fresh,Male,13,13.1,NA,NA,0.00600,0.00646,13.1,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,231,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,13.2,NA,0.00680,0.00727,13.2,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,232,NA,NA,NA,NA,NA,8SBF,Male,NA,NA,12.8,NA,0.00640,0.00686,12.8,11,NA
TRUE,LW,TRUE,FALSE,Kate,NA,233,NA,NA,NA,NA,NA,Fresh,Male,11,12.8,NA,NA,0.00380,0.00427,12.8,11,NA
TRUE,LW,TRUE,FALSE,Kate,NA,234,NA,NA,NA,NA,NA,Fresh,Fem,13,13.4,NA,NA,0.00490,0.00536,13.4,13,NA
TRUE,LW,TRUE,FALSE,Kate,NA,235,NA,NA,NA,NA,NA,Fresh,Male,11,12.7,NA,NA,0.00480,0.00527,12.7,11,NA
TRUE,L,FALSE,TRUE,Kate,NA,303,NA,NA,NA,NA,NA,8SBF,Fem,11,11.0,10.7,10.6,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,306,NA,NA,NA,NA,NA,8SBF,Fem,11,12.4,11.8,11.8,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,309,NA,NA,NA,NA,NA,8SBF,Fem,9,10.9,9.9,9.9,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,311,NA,NA,NA,NA,NA,8SBF,Fem,15,16.5,15.0,15.0,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,321,NA,NA,NA,NA,NA,8SBF,Male,13,13.9,13.0,13.0,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,327,NA,NA,NA,NA,NA,8SBF,Fem,11,11.7,10.6,10.6,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,331,NA,NA,NA,NA,NA,8SBF,Male,13,14.2,12.1,12.1,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,333,NA,NA,NA,NA,NA,8SBF,Fem,11,12.2,11.6,11.6,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,334,NA,NA,NA,NA,NA,8SBF,Fem,9,10.0,9.7,9.7,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,337,NA,NA,NA,NA,NA,8SBF,Male,11,11.4,11.3,11.3,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,340,NA,NA,NA,NA,NA,8SBF,Fem,13,13.0,12.6,12.6,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,341,NA,NA,NA,NA,NA,8SBF,Fem,11,12.7,12.2,12.2,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,346,NA,NA,NA,NA,NA,8SBF,Fem,11,11.8,11.0,11.0,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,348,NA,NA,NA,NA,NA,8SBF,Male,11,12.2,11.2,11.2,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,352,NA,NA,NA,NA,NA,8SBF,Juv,3,4.0,3.6,3.6,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,356,NA,NA,NA,NA,NA,8SBF,Juv,3,4.2,4.1,4.1,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,358,NA,NA,NA,NA,NA,8SBF,Juv,3,4.1,3.7,3.7,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,361,NA,NA,NA,NA,NA,8SBF,Juv,3,4.7,3.3,3.4,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,367,NA,NA,NA,NA,NA,8SBF,Juv,5,5.5,5.2,5.2,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,368,NA,NA,NA,NA,NA,8SBF,Juv,3,4.2,3.9,3.9,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,371,NA,NA,NA,NA,NA,8SBF,Fem,9,10.9,10.5,10.5,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,375,NA,NA,NA,NA,NA,8SBF,Juv,3,4.3,2.8,2.9,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,378,NA,NA,NA,NA,NA,8SBF,Juv,3,3.6,3.2,3.2,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,381,NA,NA,NA,NA,NA,8SBF,Juv,5,5.2,4.4,4.4,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,383,NA,NA,NA,NA,NA,8SBF,Juv,3,3.4,3.2,3.2,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,386,NA,NA,NA,NA,NA,8SBF,Fem,17,17.0,15.8,15.7,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,389,NA,NA,NA,NA,NA,8SBF,Fem,15,15.1,14.6,14.7,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,392,NA,NA,NA,NA,NA,8SBF,Male,11,11.3,10.5,10.5,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,394,NA,NA,NA,NA,NA,8SBF,Male,11,11.5,10.7,10.7,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,397,NA,NA,NA,NA,NA,8SBF,Male,11,11.5,10.9,10.9,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,398,NA,NA,NA,NA,NA,8SBF,Male,9,10.8,10.6,10.6,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,399,NA,NA,NA,NA,NA,8SBF,Male,11,11.5,10.3,10.4,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,401,NA,NA,NA,NA,NA,8SBF,Juv,3,4.8,4.7,4.7,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,403,NA,NA,NA,NA,NA,8SBF,Fem,13,14.3,12.5,12.5,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,404,NA,NA,NA,NA,NA,8SBF,Fem,11,11.4,9.9,9.9,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,408,NA,NA,NA,NA,NA,8SBF,Fem,11,12.4,10.4,10.4,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,410,NA,NA,NA,NA,NA,8SBF,Fem,13,14.9,14.6,14.5,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,417,NA,NA,NA,NA,NA,8SBF,Fem,13,14.9,14.4,14.4,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,431,NA,NA,NA,NA,NA,8SBF,Fem,9,10.2,9.6,9.5,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,434,NA,NA,NA,NA,NA,8SBF,Juv,5,6.0,5.0,5.0,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,441,NA,NA,NA,NA,NA,8SBF,Fem,17,17.7,17.6,17.6,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,442,NA,NA,NA,NA,NA,8SBF,Fem,15,16.3,15.7,15.8,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,443,NA,NA,NA,NA,NA,8SBF,Fem,17,17.8,16.6,16.6,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,445,NA,NA,NA,NA,NA,8SBF,Fem,13,14.6,13.2,13.2,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,450,NA,NA,NA,NA,NA,8SBF,Fem,15,16.2,16.7,16.7,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,452,NA,NA,NA,NA,NA,8SBF,Fem,13,14.4,13.6,13.5,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,453,NA,NA,NA,NA,NA,8SBF,Fem,17,17.1,16.0,15.9,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,454,NA,NA,NA,NA,NA,8SBF,Fem,17,18.1,17.2,17.2,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,455,NA,NA,NA,NA,NA,8SBF,Male,11,11.1,10.2,10.2,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,456,NA,NA,NA,NA,NA,8SBF,Male,11,11.2,10.4,10.4,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,458,NA,NA,NA,NA,NA,8SBF,Fem,9,9.8,9.5,9.5,NA,NA,NA,NA,NA
TRUE,L,FALSE,TRUE,Kate,NA,460,NA,NA,NA,NA,NA,8SBF,Male,13,13.3,12.0,12.1,NA,NA,NA,NA,NA
